Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,wf.day_clip,general.timeframe,general.performance.stat,general.curr.tf.min.int,general.data.wip.path,master\data-raw\data_test_20180101_20190630.csv,master\data-raw\data_test_20180101_20190930.csv,master\data-raw\data_unseen_20191001_20210920.csv,master\data-raw\train_300klines.csv,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\02_downsampled.rds,master\data-wip\03_precalculated.rds,master\data-wip\04_positions.rds,master\data-wip\05_pnl.rds,master\data-wip\06_wf_indexes.rds,master\data-wip\07_wf_metrics.rds,master\data-wip\0\60\02_downsampled.rds,master\data-wip\0\60\03_precalculated.rds,master\data-wip\0\60\04_positions.rds,master\data-wip\0\60\05_pnl.rds,master\data-wip\0\60\06_wf_indexes.rds,master\data-wip\0\60\07_wf_metrics.rds,master\data-wip\0\60\08_wf_best_params.rds,master\data-wip\1\10\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\20\02_downsampled.rds,master\data-wip\1\20\03_precalculated.rds,master\data-wip\1\20\04_positions.rds,master\data-wip\1\20\05_pnl.rds,master\data-wip\1\20\06_wf_indexes.rds,master\data-wip\1\20\07_wf_metrics.rds,master\data-wip\1\20\08_wf_best_params.rds,master\data-wip\1\2\01_converted_to_xts.rds,master\data-wip\1\2\02_downsampled.rds,master\data-wip\1\2\03_precalculated.rds,master\data-wip\1\2\04_positions.rds,master\data-wip\1\2\05_pnl.rds,master\data-wip\1\2\06_wf_indexes.rds,master\data-wip\1\2\07_wf_metrics.rds,master\data-wip\1\2\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\3\02_downsampled.rds,master\data-wip\1\3\03_precalculated.rds,master\data-wip\1\3\04_positions.rds,master\data-wip\1\3\05_pnl.rds,master\data-wip\1\3\06_wf_indexes.rds,master\data-wip\1\3\07_wf_metrics.rds,master\data-wip\1\3\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\data-wip\1\7\02_downsampled.rds,master\data-wip\1\7\03_precalculated.rds,master\data-wip\1\7\04_positions.rds,master\data-wip\1\7\05_pnl.rds,master\data-wip\1\7\06_wf_indexes.rds,master\data-wip\1\7\07_wf_metrics.rds,master\data-wip\1\7\08_wf_best_params.rds,master\data-wip\6\60\02_downsampled.rds,master\data-wip\6\60\03_precalculated.rds,master\data-wip\6\60\04_positions.rds,master\data-wip\6\60\05_pnl.rds,master\data-wip\6\60\06_wf_indexes.rds,master\data-wip\6\60\07_wf_metrics.rds,master\data-wip\6\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.R,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\09_wf_eval_test.r,master\rcode\logic\.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml 
bumpy-grot,e84d26a,branch_commit,2023-12-16T14:19:40,,,0.3559641,0.0080924,0.1913643,0.4991737,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.3233784,0.0087968,0.1879169,0.4541435,start 2018-01-12 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,5,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,26500fabd2a764eb5bbd2b1b3e14df7b,28f4cae71e943e24c71aad1fc18157e2,ea785d33b60fe626d6190c92859ca3b9,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
umber-wine,d8b2310,branch_commit,2023-12-16T14:18:30,,,0.1862872,0.0080911,0.0522592,0.2614118,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.300339,0.0088019,0.1614866,0.4224473,start 2018-01-12 07:59:00,end 2019-09-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,3,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,5c29744c265c7703c6c9f97980b4d937,c67265a42e4b76b86b1bc4cc628165d0,fc03fe4936e4c166d7be5eb88737b16c,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
bovid-zone,224dde4,branch_commit,2023-12-16T14:17:16,,,0.4252548,0.0080918,0.3464582,0.597251,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.4164438,0.0087934,0.3958354,0.5855849,start 2018-01-12 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,2,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,0b707200255fe75f332a955358547146,2d02328b5d42433256e076118bf54942,fb048a9faec235209300dcc750ab7d48,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
jowly-gigs,58980d5,branch_commit,2023-12-16T14:16:03,,,0.5139709,0.0080934,0.4507077,0.7243313,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5671828,0.008794,0.653815,0.8012549,start 2018-01-12 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,1,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,3bf98c837f93d7dfc8fffb0d31e7cd7a,63c86d50617416fa2ec9ac66ab5982bf,a328c4dc30fdf07b592c1533948fd117,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
oaten-hull,ad9b37f,branch_commit,2023-12-16T14:14:26,,,0.9898001,0.0080915,2.2316326,1.406476,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.9620339,0.0088142,2.4774642,1.3652328,start 2018-01-11 07:59:00,end 2019-09-19 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,28,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,15e1d3b58ea43dd6875b6ee1ed879d58,e31ad7dae140a6d2e2364197ba2eac7f,8748fdf3afc5e60bee6d8be6465a61d0,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
kacha-mean,7a2af55,branch_commit,2023-12-16T14:13:26,,,0.2825163,0.008092,0.097078,0.396513,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.4321584,0.0088566,0.2651623,0.6079009,start 2018-01-11 07:59:00,end 2019-09-12 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,21,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,913eb065a4ee5581015cc999d2d6514b,c57fa27a1f503a8b0a6dae911bc80321,ff43b50eee6a6a96e069dc331a1ece9d,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
eerie-plot,722ac12,branch_commit,2023-12-16T14:12:25,,,0.832168,0.0080923,1.3477046,1.1855659,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8279037,0.0088149,1.5675497,1.1772712,start 2018-01-11 07:59:00,end 2019-09-19 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,14,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,8e27374c049e4d06832467fbeccc2ead,ef93c6b4be3f5c00ef7d85de529cb59a,2c3043f964bce0d9d786b13ffae584ef,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
chewy-amyl,9ae3c01,branch_commit,2023-12-16T14:11:23,,,0.9540248,0.008091,1.5967133,1.350659,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.9631544,0.0087903,1.9197933,1.3640544,start 2018-01-11 07:59:00,end 2019-09-23 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,10,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,1b8211e18c03bfe4ccb384c7acf5a292,5891a2217fc3e00fbf71c03e620334fc,f27be5f1fc55afe05f64b7d7a4468485,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
baked-flex,08d62e5,branch_commit,2023-12-16T14:10:13,,,0.5935634,0.0080899,0.8362827,0.8408405,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6511281,0.0088184,1.1867642,0.9249387,start 2018-01-11 07:59:00,end 2019-09-26 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,7,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,30c92cd5c2265f4e9a45e7f9df581c94,ee77800bb8f8797764be37f5643b47fe,7c8cfc6d24f6bb3298909f4429452840,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
sleek-lamb,5020781,branch_commit,2023-12-16T14:08:59,,,0.701945,0.0080908,0.8518163,0.9909344,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5829188,0.0088175,0.700735,0.8233346,start 2018-01-11 07:59:00,end 2019-09-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,5,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,52d4f7ae805866a30de374f93bdb6b94,7d5395571b094f765acde3268598b20b,757dd6b1ffc90c1e90cdb0e142acd0a9,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
fiery-lush,5086727,branch_commit,2023-12-16T14:07:35,,,0.472835,0.0080927,0.4672338,0.6671617,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6317931,0.0088083,0.9457582,0.8945278,start 2018-01-11 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,3,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,2f4b4eaa09fde070cf4da00d237640e7,ed7b4d31e96f67662b5997c4caf829ed,155c756e6d26015835dbd82ed0f0814a,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
kacha-airs,4559fe5,branch_commit,2023-12-16T14:06:15,,,0.5073825,0.0080921,0.434521,0.7155748,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5743057,0.0088126,0.6646745,0.8120174,start 2018-01-11 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,2,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,a409f5123033563b973e9078fe8f14e0,c08a0f9b31bdb3632f88b8ed26517a4f,74253b83fd131a749ce5e1c24bfdd171,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
couth-dogs,e9db567,branch_commit,2023-12-16T14:04:45,,,0.6323817,0.0080939,0.7000816,0.8945696,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8488786,0.0088091,1.5076086,1.2056005,start 2018-01-11 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,1,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,c92c9f93326a99f9e598677218ae3e42,c8b65edee60d7938267aaa25b2a25695,e88b52164c776dea27bb9f48362a6d34,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
tutti-brig,97b0545,branch_commit,2023-12-16T14:03:01,,,0.9964799,0.00809,2.0044,1.4386364,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7606754,0.0088557,1.1906474,1.0890243,start 2018-01-10 07:59:00,end 2019-09-18 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,28,37,30,,,,,,,a0274a73bfe042de8649f94190dfaaa6,,,,b4b61b05b1df7f1497426998966033ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,c0a28e9ac8d1f5904e5b80e53dda80a0,0b9aa5dc71d09e867510255b9f1edee5,51c7ecbfd96c82d5082d04aa686126b3,,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,,fd7bb4e82f332ef272f63ffdf495ace7,,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
