Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,wf.day_clip,general.timeframe,general.performance.stat,general.curr.tf.min.int,general.data.wip.path,master\data-raw\data_test_20180101_20190630.csv,master\data-raw\data_test_20180101_20190930.csv,master\data-raw\data_unseen_20191001_20210920.csv,master\data-raw\train_300klines.csv,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\02_downsampled.rds,master\data-wip\03_precalculated.rds,master\data-wip\04_positions.rds,master\data-wip\05_pnl.rds,master\data-wip\06_wf_indexes.rds,master\data-wip\07_wf_metrics.rds,master\data-wip\0\60\02_downsampled.rds,master\data-wip\0\60\03_precalculated.rds,master\data-wip\0\60\04_positions.rds,master\data-wip\0\60\05_pnl.rds,master\data-wip\0\60\06_wf_indexes.rds,master\data-wip\0\60\07_wf_metrics.rds,master\data-wip\0\60\08_wf_best_params.rds,master\data-wip\1\10\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\20\02_downsampled.rds,master\data-wip\1\20\03_precalculated.rds,master\data-wip\1\20\04_positions.rds,master\data-wip\1\20\05_pnl.rds,master\data-wip\1\20\06_wf_indexes.rds,master\data-wip\1\20\07_wf_metrics.rds,master\data-wip\1\20\08_wf_best_params.rds,master\data-wip\1\2\01_converted_to_xts.rds,master\data-wip\1\2\02_downsampled.rds,master\data-wip\1\2\03_precalculated.rds,master\data-wip\1\2\04_positions.rds,master\data-wip\1\2\05_pnl.rds,master\data-wip\1\2\06_wf_indexes.rds,master\data-wip\1\2\07_wf_metrics.rds,master\data-wip\1\2\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\3\02_downsampled.rds,master\data-wip\1\3\03_precalculated.rds,master\data-wip\1\3\04_positions.rds,master\data-wip\1\3\05_pnl.rds,master\data-wip\1\3\06_wf_indexes.rds,master\data-wip\1\3\07_wf_metrics.rds,master\data-wip\1\3\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\data-wip\1\7\02_downsampled.rds,master\data-wip\1\7\03_precalculated.rds,master\data-wip\1\7\04_positions.rds,master\data-wip\1\7\05_pnl.rds,master\data-wip\1\7\06_wf_indexes.rds,master\data-wip\1\7\07_wf_metrics.rds,master\data-wip\1\7\08_wf_best_params.rds,master\data-wip\6\60\02_downsampled.rds,master\data-wip\6\60\03_precalculated.rds,master\data-wip\6\60\04_positions.rds,master\data-wip\6\60\05_pnl.rds,master\data-wip\6\60\06_wf_indexes.rds,master\data-wip\6\60\07_wf_metrics.rds,master\data-wip\6\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.R,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\09_wf_eval_test.r,master\rcode\logic\.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml 
woozy-half,1147b3f,branch_commit,2023-10-24T22:17:20,,,1.0266198,0.0081733,0.9862949,1.476682,,,,,,,,,1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,5,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,a3dda72fa48b81e2fb8e4cd560eb91f9,ca3ca5b8adab2ba493c2edb58c698517,2f52211ed2f8bc55dcbf3a12654fb655,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
adept-whop,1fef093,branch_commit,2023-10-24T22:16:58,,,0.9284227,0.0081729,0.7386785,1.3321115,,,,,,,,,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,5,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,a3dda72fa48b81e2fb8e4cd560eb91f9,ca3ca5b8adab2ba493c2edb58c698517,5ea3b0b7db88e34deaa416e8c9f655a8,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
lucky-ices,2a2d481,branch_commit,2023-10-24T22:16:34,,,0.1817688,0.0082099,0.0256946,0.2595936,,,,,,,,,1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,d39f51815f40319c78f62e93c11e68d0,8e414c1886fdeb28624d2c8831cbd1bf,3800b1011fbc9c8989a63cf28d78dc15,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
utile-grot,de20416,branch_commit,2023-10-24T22:16:10,,,0.0460228,0.0082104,0.0017116,0.0656664,,,,,,,,,1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,d39f51815f40319c78f62e93c11e68d0,8e414c1886fdeb28624d2c8831cbd1bf,7f7748d3bd500ca5fea393e28ffb8c12,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
rooky-snip,d3cfb72,branch_commit,2023-10-24T22:15:45,,,0.0019041,0.0082101,2.8196101e-06,0.0027106,,,,,,,,,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,d39f51815f40319c78f62e93c11e68d0,8e414c1886fdeb28624d2c8831cbd1bf,5c6077cf9b076daacd33370c8bd31481,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
broch-rift,a123faa,branch_commit,2023-10-24T22:15:20,,,0.2366714,0.0081916,0.0578236,0.3371727,,,,,,,,,1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,63603295db9e3d6078d62e32e95ea2e2,86480e70d3ba8de2c151196b3184d632,4b882353641d9e8e0429ecf91b067696,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
ahead-aqua,1831ff8,branch_commit,2023-10-24T22:14:54,,,0.1839476,0.008192,0.0349319,0.2619859,,,,,,,,,1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,63603295db9e3d6078d62e32e95ea2e2,86480e70d3ba8de2c151196b3184d632,82cf36e28971bcc9c48f6c0903e7a93f,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
rival-he'd,f8ea7f7,branch_commit,2023-10-24T22:14:27,,,0.0737437,0.0081918,0.0054485,0.1047249,,,,,,,,,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,63603295db9e3d6078d62e32e95ea2e2,86480e70d3ba8de2c151196b3184d632,3a9f537b642a0603a35b7f41202a79ec,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
still-lava,d7f2f7f,branch_commit,2023-10-24T22:13:58,,,0.2066021,0.0081737,0.0408313,0.2950727,,,,,,,,,1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,3752dcb043a53d1c6ae6f9a14b2ad045,7da5f7f85604846f4e2700bb93fa0cf9,bf870e2e1742928674c466e3b459099d,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
robed-akes,cfbe574,branch_commit,2023-10-24T22:13:23,,,-0.0217479,0.0081736,-0.0004446,-0.0309602,,,,,,,,,1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,3752dcb043a53d1c6ae6f9a14b2ad045,7da5f7f85604846f4e2700bb93fa0cf9,279c6143f0af2e628d8c210076652c44,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
jetty-daff,e9492cc,branch_commit,2023-10-24T22:12:50,,,0.0035956,0.0081743,1.1779428e-05,0.0051178,,,,,,,,,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,3752dcb043a53d1c6ae6f9a14b2ad045,7da5f7f85604846f4e2700bb93fa0cf9,512adea8ce165ff4bd9a669e9d4a958c,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
nervy-soft,4fbfd8b,branch_commit,2023-10-24T22:12:14,,,2.4329993,0.0083856,8.4364083,3.5414473,,,,,,,,,1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,21,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,c42bdf8ac92293e90f4dabb8dbbf5c01,b33c2d970488267bbcf65b3163e65dc0,aa94c20ce3a7765ae381f32d30d18fe5,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
brief-cool,b74f04d,branch_commit,2023-10-24T22:11:54,,,2.4329993,0.0083856,8.4364083,3.5414473,,,,,,,,,1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,21,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,c42bdf8ac92293e90f4dabb8dbbf5c01,b33c2d970488267bbcf65b3163e65dc0,d8b39bc6dbfd2780195d53b32a4ddc3b,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
atilt-hood,a734335,branch_commit,2023-10-24T22:11:33,,,2.4329993,0.0083856,8.4364083,3.5414473,,,,,,,,,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,21,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,c42bdf8ac92293e90f4dabb8dbbf5c01,b33c2d970488267bbcf65b3163e65dc0,306f47cbc959804a850a498a51fa336e,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
potty-vent,6cbe8c0,branch_commit,2023-10-24T22:11:10,,,0.8862444,0.0082781,0.9324454,1.2725463,,,,,,,,,1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,7,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,29bb5fcef32fe80d9c77defafedf79bb,cce347b4ebec921f0cbd2c3eef156a74,556b01cf67a277eb157e3f6d5069a879,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
godly-chis,3a9c08d,branch_commit,2023-10-24T22:10:48,,,0.598791,0.0082782,0.4256682,0.8561407,,,,,,,,,1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,7,,,,"[1, 10, 15]",,,,,,,,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,29bb5fcef32fe80d9c77defafedf79bb,cce347b4ebec921f0cbd2c3eef156a74,ca33a2f774adf5789a9156c5e80e08a7,,,,,,,,,,,,,,,7234b769b0406eba54b493d221b76a1d,,56717d335e824e62469e26821b438442,,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,c426a9e5639dcfce6f67ec43189d6e24,,,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249
